time_sec,E_budget,best_distance
0.000158051960170269,1,1080.3440322383337
0.0007898109033703804,6,1079.0665494483792
0.0010439427569508553,8,1053.1480749827322
0.0011681392788887024,9,1030.1728701544146
0.0017732828855514526,14,987.1041516662633
0.0018952134996652603,15,896.9140510546222
0.0070204222574830055,54,878.5768727306565
0.007613692432641983,59,791.7814153016612
0.03091328963637352,245,760.9640405963243
0.03702366631478071,293,742.2314828046752
0.07333908043801785,578,736.038390772436
0.12619910668581724,996,721.9293838492073
1.1018988117575645,8333,712.4441363085562
5.569012499414384,41807,710.5419594776419
